epoch,error
1,2.9343268212287232
2,2.1695363580675964
3,1.7413842728352493
4,1.4146214489550761
5,1.160495003016733
6,0.9579232000905272
7,0.795790722385002
8,0.6644272484565741
9,0.5600883460378744
10,0.4751827996995028
11,0.40908186248509115
12,0.3549528971069519
13,0.31104239295973407
14,0.27691245335443365
15,0.24889302029497856
16,0.22586077365507332
17,0.20798173097868425
18,0.1940801315126368
19,0.18179758689783898
20,0.1730890071283865
21,0.16557254156335321
22,0.15976282951530385
23,0.1547312969530526
24,0.15073515958973507
25,0.14732497271867667
26,0.1448552135049667
27,0.142740675322674
28,0.14081487133547352
29,0.13968315388428304
30,0.13830278542920002
31,0.13761715276183392
32,0.13678819610899887
33,0.13609554867777862
34,0.13526325114884713
35,0.13491681484542262
36,0.13464680318678174
37,0.1342989405356299
38,0.13410276473418156
39,0.1338301422081553
40,0.1334820116736691
41,0.1333708963935694
42,0.13307990664736724
43,0.13302471540193253
44,0.13265662921898644
45,0.13278393793914156
46,0.1322539993788054
47,0.13237254934662998
48,0.1324320145905437
49,0.13224334999093998
50,0.13219420358759923
51,0.13201258818241562
52,0.13196717718479234
53,0.13153827195479337
54,0.13172706240171655
55,0.13157850240829938
56,0.13163131589798066
57,0.13139899916919465
58,0.13121108560332528
59,0.1312318600378595
60,0.13104613456385567
61,0.1310776421149108
62,0.13095057931536982
63,0.1309245084633356
64,0.13075626504058158
65,0.13071815650385976
66,0.1306510650054207
67,0.13047844915047271
68,0.13042769006355692
69,0.13041046159941902
70,0.13027806634383388
71,0.13006767217341308
72,0.1301213242013074
73,0.12988797656119128
74,0.1299702171475649
75,0.12990178349578052
76,0.12984416027817172
77,0.12970015835887616
78,0.12962238442606464
79,0.12961233384566162
80,0.12953763584864733
81,0.1290472579676933
82,0.1293087258142958
83,0.12909159114761787
84,0.12915753436187438
85,0.12908065342485536
86,0.12907595300368502
87,0.1289586674557075
88,0.12889943283952973
89,0.12883318366629007
90,0.12868009408464026
91,0.12870925156502164
92,0.12856680861424577
93,0.12849859638768138
94,0.12821771179493457
95,0.128360120684724
96,0.12837356706658323
97,0.12817307956166732
98,0.12821150148227264
99,0.12818888990312874
100,0.12785137381033115
