epoch,error
1,3.2013330077294317
2,2.269224997272043
3,1.740189160560485
4,1.4193517160135298
5,1.2060795366426873
6,1.0490340530047135
7,0.9280400946730187
8,0.830445174560135
9,0.7483562658903691
10,0.6786859718036207
11,0.6188445614318778
12,0.5676623969500607
13,0.5232888441206153
14,0.4850044227585611
15,0.4517527850091402
16,0.4230223285333631
17,0.3981842624358973
18,0.37662647469378496
19,0.3575652594421434
20,0.3412384331925545
21,0.32694290499651896
22,0.3146596688512297
23,0.30382528913321394
24,0.2944069959315509
25,0.28612464213217625
26,0.27882871370769385
27,0.27249877541212497
28,0.2668050664239882
29,0.26191124704930474
30,0.2575716176625001
31,0.2533864514624889
32,0.2503526625691055
33,0.24729319212623804
34,0.24463962139865725
35,0.24203955181909997
36,0.24003166405993778
37,0.23802066659647794
38,0.23617447456364263
39,0.23456088377347908
40,0.23302282806970176
41,0.23166748633049103
42,0.230449112020577
43,0.22923557975737502
44,0.2281777751006648
45,0.22712518083508207
46,0.2262171785769033
47,0.2252605501774964
48,0.2244182781380345
49,0.2236399301210545
50,0.22288736911751628
51,0.22222122037792952
52,0.22146527869081176
53,0.22084445996578386
54,0.22016475347624123
55,0.21942738377066576
56,0.2189754477160695
57,0.21836113053559514
58,0.21779310545897332
59,0.21732611674248642
60,0.21678792783190767
61,0.2162788271335099
62,0.2157618232767088
63,0.2152826032125436
64,0.2148093752288959
65,0.21432406585919947
66,0.2138618017911031
67,0.21341855533472892
68,0.2129473062674108
69,0.21253549575223957
70,0.2117990125273687
71,0.2116781349425326
72,0.2112999408615849
73,0.21084476758525933
74,0.21047560235701857
75,0.21005570686979155
76,0.209600783375709
77,0.20932498035815966
78,0.20892531257378666
79,0.20857235427048768
80,0.20815199360336828
81,0.20784372712887
82,0.20750186085473862
83,0.2071540881499829
84,0.20680164375083945
85,0.2064271391698687
86,0.20613071184895332
87,0.20574358106675508
88,0.20549957789363543
89,0.2051817196998403
90,0.20483610595213023
91,0.20453945353917305
92,0.20422487616230628
93,0.20394242404736856
94,0.203556198385844
95,0.20334116819190493
96,0.20304894321156977
97,0.202779138903372
98,0.2025032489898799
99,0.20216461088211066
100,0.20194883407909803
