epoch,error
1,2.9837710873059686
2,2.2118750100801927
3,1.6693750316760587
4,1.2751485363377397
5,0.9853128385081634
6,0.7698811135852904
7,0.6136900217325075
8,0.49270738525000424
9,0.4049287906334342
10,0.33877143352959965
11,0.2906006957025936
12,0.2536744391382931
13,0.2259925432947327
14,0.20513501665916256
15,0.1889855845401499
16,0.17762958759311923
17,0.16779415799446787
18,0.16053189594225795
19,0.15431853846252186
20,0.14839580269420838
21,0.1468567212007111
22,0.14245002596570341
23,0.139959002036646
24,0.13710218282671202
25,0.13658263941191615
26,0.13446368107749904
27,0.1333700399683246
28,0.1303988773717862
29,0.1311666299041144
30,0.13003618665323308
31,0.12875037562190156
32,0.1285538106979583
33,0.1278225023702713
34,0.12722455456785142
35,0.1260224014774852
36,0.12627496136620775
37,0.12406086586026747
38,0.12459920325664903
39,0.12412789488949882
40,0.12453745902690269
41,0.12353787188639477
42,0.1234821096647586
43,0.12306683724296931
44,0.12255751969919439
45,0.12287638106504863
46,0.122077332959527
47,0.1224832849473139
48,0.12206015215314052
49,0.12171842060091598
50,0.1216898494443364
51,0.12132993284765782
52,0.12103318224283996
53,0.1207171480236715
54,0.12115454048919135
55,0.12000630326961982
56,0.12089452857004558
57,0.11972700056059202
58,0.12087405994059124
59,0.12073593750774372
60,0.12050480746579183
61,0.1193420050308154
62,0.12056071724322061
63,0.12018199660975615
64,0.12004986235674193
65,0.11992537610767849
66,0.12006685469674955
67,0.1197387054988381
68,0.12024296544402585
69,0.11885198614632456
70,0.12022556510351737
71,0.11929519851677658
72,0.12013225769631515
73,0.1195863599643767
74,0.11905462607638846
75,0.11957949907124756
76,0.11952016392678827
77,0.11953663280189993
78,0.11888759001161547
79,0.11930794246679488
80,0.11943824505734682
81,0.11905581856402578
82,0.11941881050048986
83,0.11905652215568475
84,0.11895039469218473
85,0.11945649005591387
86,0.11869514100371457
87,0.11959017346331818
88,0.1193060863928397
89,0.11886901684786336
90,0.11946644276172348
91,0.11913914371500584
92,0.11924279070390013
93,0.11941278078088605
94,0.11887907688005317
95,0.11838874255226435
96,0.11914780345539353
97,0.11884452159682923
98,0.11787432660991687
99,0.11845407005129417
100,0.11924012794121938
