in_val,out_val
-1.4491,0.4900458043513405
-1.4382,0.5854291093056974
-1.4144,0.7865689975274588
-1.4061,0.8544430570046258
-1.3788,1.0695484890451814
-1.375,1.0985112144674885
-1.3358,1.3836179891924614
-1.3263,1.44902158669088
-1.3218,1.4795078772128232
-1.3019,1.6105554628616217
-1.2924,1.6709709349535302
-1.2815,1.7386042025244333
-1.2757,1.7738645897219794
-1.2754,1.7756747261571224
-1.2195,2.089965250479649
-1.2111,2.1333252751573735
-1.195,2.213685533499749
-1.1888,2.2436795257578677
-1.1687,2.3373327635500383
-1.1655,2.3517424684713113
-1.1487,2.4251722655613763
-1.1407,2.4588410069270097
-1.1299,2.502983465244218
-1.1242,2.5256795976776725
-1.1222,2.5335454014547993
-1.0997,2.6185777210327106
-1.0985,2.6229361787169068
-1.0985,2.6229361787169068
-1.0946,2.6369790132032644
-1.0727,2.712402550007454
-1.0614,2.749075047228413
-1.0433,2.8046994024659755
-1.0268,2.8521278070761373
-1.0224,2.8642560738507625
-1.0049,2.910365565196497
-0.98942,2.9483651634142083
-0.95527,3.023221708130954
-0.91697,3.093086038171676
-0.90079,3.118317662928191
-0.8899,3.1339151433548373
-0.88832,3.1360869816514034
-0.88788,3.136687713531157
-0.8872,3.1376126230288808
-0.87536,3.1530415417433586
-0.87204,3.15714054541286
-0.87077,3.158682442906853
-0.853,3.178760954072954
-0.84508,3.1868238005136442
-0.83389,3.1973038571559655
-0.81103,3.2154752957471047
-0.80562,3.2191543420862425
-0.78179,3.2326184992097375
-0.7687,3.2381636048983453
-0.75534,3.242513604363288
-0.75165,3.243486602827957
-0.73124,3.247127727612427
-0.71823,3.2479498503529873
-0.69874,3.2470805842503125
-0.68902,3.2457349725729987
-0.67586,3.242977337965678
-0.66359,3.239463514030544
-0.6622,3.239009344954205
-0.64762,3.23357365154828
-0.64409,3.2320762269210914
-0.62303,3.221723372374707
-0.6084,3.2131510330472466
-0.60261,3.209457958438105
-0.59723,3.205877502361836
-0.58992,3.2007870000287366
-0.57605,3.190433073859799
-0.55982,3.1772064185457007
-0.55936,3.176814660227967
-0.53043,3.1504026845620734
-0.52287,3.1429503475616203
-0.49923,3.1182850149670527
-0.49632,3.1151126347436766
-0.48182,3.0988859024550472
-0.46945,3.0845151257976764
-0.44557,3.0555067708055663
-0.4107,3.0105119912415366
-0.39037,2.983053901727556
-0.35429,2.932560156237391
-0.33865,2.910115053679042
-0.33654,2.907066159367386
-0.33012,2.8977622604733644
-0.30151,2.8558951468296216
-0.29424,2.8451781519911616
-0.24599,2.773803297233956
-0.22506,2.7429814867522433
-0.22065,2.7365183086612004
-0.2055,2.714426821388703
-0.19798,2.7035370736358604
-0.18099,2.67915967750351
-0.17878,2.676014567488718
-0.17371,2.668823982605934
-0.17003,2.663627171883836
-0.16832,2.6612189965981985
-0.15676,2.645056215894462
-0.14573,2.629839523862846
-0.1105,2.582810969091923
-0.1042,2.5746876918500856
-0.10379,2.5741623324126435
-0.099074,2.5681490816050316
-0.083328,2.548483720437028
-0.078949,2.5431328196838883
-0.075192,2.5385847278202096
-0.065132,2.5266071268854007
-0.046424,2.5051532930580493
-0.008381,2.4651729153142643
-0.0052156,2.462085905272934
0.0098885,2.447901049986911
0.030251,2.4302735425295703
0.032725,2.428254139796789
0.033352,2.4277466725087025
0.053644,2.4122911730404
0.057162,2.409807734371841
0.058681,2.408753823884965
0.071582,2.4002581748470955
0.079725,2.395324734541452
0.08735,2.3910145856224987
0.08789,2.390720868260037
0.08992,2.389630477999274
0.11934,2.376342953277734
0.14206,2.3694599322053143
0.15938,2.3663095109056926
0.16836,2.365418701776914
0.18048,2.3650447594399404
0.18502,2.3651544684655277
0.19394,2.365774098674746
0.23274,2.374939583834695
0.25486,2.3851061614281885
0.26423,2.390545847563159
0.2784,2.4000907204588584
0.31556,2.4329474376967757
0.32669,2.4450765276761186
0.35193,2.4766566093697167
0.35343,2.478715171899888
0.35492,2.4807805111614742
0.36163,2.490335973582482
0.36287,2.4921476396326416
0.38997,2.5353780949024483
0.40657,2.5653742875895724
0.41359,2.578883742965634
0.42646,2.604946728574514
0.43827,2.6303611787259142
0.46202,2.685911488739236
0.48929,2.757227880481664
0.49652,2.777522109951007
0.49908,2.784849484608085
