in_val,out_val
-1.4491,-0.432006820184375
-1.4382,-0.2065448332616171
-1.4144,0.2452625891694451
-1.4061,0.39043152647970825
-1.3788,0.8259023518673927
-1.375,0.8816552545461414
-1.3358,1.3933737050136812
-1.3263,1.501127566307554
-1.3218,1.5501064187317795
-1.3019,1.7515106133347973
-1.2924,1.839312407181727
-1.2815,1.9337675794188098
-1.2757,1.981388010374106
-1.2754,1.9838024322519825
-1.2195,2.3570364366292456
-1.2111,2.401121080810475
-1.195,2.477855197737763
-1.1888,2.5048092832022455
-1.1687,2.5828995303081763
-1.1655,2.5940806531435134
-1.1487,2.647494023992451
-1.1407,2.66994545822474
-1.1299,2.6973759598848854
-1.1242,2.7105731866481557
-1.1222,2.7150006718218664
-1.0997,2.7579032239302093
-1.0985,2.7598505681079684
-1.0985,2.7598505681079684
-1.0946,2.7659524517346403
-1.0727,2.794070164917837
-1.0614,2.8047623091612186
-1.0433,2.8169693112858423
-1.0268,2.8232631333755784
-1.0224,2.8242205788642316
-1.0049,2.825248162114356
-0.98942,2.822728266935084
-0.95527,2.807309022195388
-0.91697,2.776794220774585
-0.90079,2.7605371190417682
-0.8899,2.7486531038667064
-0.88832,2.7468708845657392
-0.88788,2.7463720513851113
-0.8872,2.7455989861192087
-0.87536,2.731737562824142
-0.87204,2.7277210145308826
-0.87077,2.7261702938391674
-0.853,2.7037013502393163
-0.84508,2.6932632911944934
-0.83389,2.6781248935801596
-0.81103,2.6459863192549173
-0.80562,2.6381786292707585
-0.78179,2.6030685219286696
-0.7687,2.5833870565708486
-0.75534,2.5630934607626163
-0.75165,2.557459866106585
-0.73124,2.5261496733107096
-0.71823,2.5061184585703096
-0.69874,2.476116282819751
-0.68902,2.461192697023421
-0.67586,2.441063934386811
-0.66359,2.4224029457818785
-0.6622,2.420296609068514
-0.64762,2.398310878372542
-0.64409,2.3930200415765364
-0.62303,2.3617532006088346
-0.6084,2.340367340270828
-0.60261,2.331986733186954
-0.59723,2.3242438866551574
-0.58992,2.313793920914828
-0.57605,2.294198320977357
-0.55982,2.2716730839247288
-0.55936,2.271041231820838
-0.53043,2.2320602688470568
-0.52287,2.2221257849733815
-0.49923,2.191756769516707
-0.49632,2.1880923326221278
-0.48182,2.1700774456260468
-0.46945,2.1550324963710588
-0.44557,2.1268362744458185
-0.4107,2.0876692755045068
-0.39037,2.065923071634497
-0.35429,2.0292647127305963
-0.33865,2.014125884106467
-0.33654,2.0121176278009885
-0.33012,2.0060566170047114
-0.30151,1.9799363599044086
-0.29424,1.9735262042147428
-0.24599,1.933220208181984
-0.22506,1.9168966635354954
-0.22065,1.9135431439924968
-0.2055,1.9022449335034204
-0.19798,1.8967627208328137
-0.18099,1.8846768693459484
-0.17878,1.8831348707389644
-0.17371,1.8796231252082738
-0.17003,1.8770965044119279
-0.16832,1.8759288022517717
-0.15676,1.8681394796911688
-0.14573,1.8608746433663443
-0.1105,1.838726316939858
-0.1042,1.8349295909616137
-0.10379,1.8346841810520176
-0.099074,1.8318760128668383
-0.083328,1.8226926137440165
-0.078949,1.8201905667587277
-0.075192,1.8180616413581792
-0.065132,1.812440789587633
-0.046424,1.802290494773364
-0.008381,1.7828148764201375
-0.0052156,1.781262296163391
0.0098885,1.773992924163485
0.030251,1.7645484846962878
0.032725,1.763428241943568
0.033352,1.763145257505086
0.053644,1.7541862544966118
0.057162,1.75267187282932
0.058681,1.7520214928738547
0.071582,1.7465820316108522
0.079725,1.7432254111331031
0.08735,1.7401353572261706
0.08789,1.7399184497854543
0.08992,1.7391053095411304
0.11934,1.7277173140028792
0.14206,1.7194175996226315
0.15938,1.7133712130595025
0.16836,1.7103299106390701
0.18048,1.7063249520692196
0.18502,1.704853963651831
0.19394,1.7020097651303587
0.23274,1.690333849653643
0.25486,1.6841728726458574
0.26423,1.681669576912283
0.2784,1.6780031363380863
0.31556,1.6690638544349117
0.32669,1.6665758277732325
0.35193,1.6612573139161313
0.35343,1.6609554305875682
0.35492,1.6606571426050387
0.36163,1.6593334294383686
0.36287,1.6590923242717637
0.38997,1.654099356932311
0.40657,1.6513058965657152
0.41359,1.650186414359414
0.42646,1.648231338608121
0.43827,1.6465502208528064
0.46202,1.64350801489494
0.48929,1.640602793992137
0.49652,1.6399439785591676
0.49908,1.639722350366189
