in_val,out_val
-1.4491,1.340116314842438
-1.4382,1.3987589282103352
-1.4144,1.518962820211616
-1.4061,1.5584332451057041
-1.3788,1.6797173657436324
-1.375,1.6955920279973975
-1.3358,1.8457530741463766
-1.3263,1.8785648567341549
-1.3218,1.8936405680049708
-1.3019,1.9568104388718857
-1.2924,1.9850105618208236
-1.2815,2.015860977005274
-1.2757,2.0316354545445785
-1.2754,2.032439434264111
-1.2195,2.1628147488316287
-1.2111,2.179250842889078
-1.195,2.2086125418782663
-1.1888,2.219190241968851
-1.1687,2.2508030864252677
-1.1655,2.25546855960922
-1.1487,2.278369549097622
-1.1407,2.2883597391872943
-1.1299,2.30094258647373
-1.1242,2.307175016800037
-1.1222,2.3092961868974093
-1.0997,2.3308808294544807
-1.0985,2.3319175459597017
-1.0985,2.3319175459597017
-1.0946,2.3352091104353865
-1.0727,2.351545600354799
-1.0614,2.3586051330340405
-1.0433,2.3680763425097324
-1.0268,2.374838898203303
-1.0224,2.37635400590435
-1.0049,2.38123143564612
-0.98942,2.384082366754239
-0.95527,2.3858955373074187
-0.91697,2.381376778764908
-0.90079,2.3776213471954124
-0.8899,2.374531091909094
-0.88832,2.374046677127052
-0.88788,2.3739101811156442
-0.8872,2.3736978709063394
-0.87536,2.3697412044493684
-0.87204,2.368545558857162
-0.87077,2.3680784567317534
-0.853,2.3609971401936356
-0.84508,2.3575266774881634
-0.83389,2.3523122322814585
-0.81103,2.3406042627270396
-0.80562,2.337639920164585
-0.78179,2.3237805338452615
-0.7687,2.315654299038393
-0.75534,2.307021308610519
-0.75165,2.304580229377662
-0.73124,2.2906700144662873
-0.71823,2.2814718110205607
-0.69874,2.2672681551228364
-0.68902,2.260014549704176
-0.67586,2.250034026875949
-0.66359,2.2405797695926917
-0.6622,2.239500462132016
-0.64762,2.228087273766376
-0.64409,2.225300468818266
-0.62303,2.208511454687664
-0.6084,2.1967108831109807
-0.60261,2.192015674189493
-0.59723,2.187642107233622
-0.58992,2.1816848651665484
-0.57605,2.1703438372070885
-0.55982,2.157030285397442
-0.55936,2.156652518998462
-0.53043,2.1328856719692575
-0.52287,2.1266817183819544
-0.49923,2.107339528522247
-0.49632,2.1049667746547334
-0.48182,2.0931786944484605
-0.46945,2.083175518236775
-0.44557,2.0640337621610767
-0.4107,2.036573542908313
-0.39037,2.020881399975579
-0.35429,1.9936951826529967
-0.33865,1.9821967784183663
-0.33654,1.980659471877158
-0.33012,1.9760027803902596
-0.30151,1.9556416444294116
-0.29424,1.950572219020832
-0.24599,1.9180451159766663
-0.22506,1.904555937705495
-0.22065,1.9017625205732387
-0.2055,1.8922962953411144
-0.19798,1.8876726913234034
-0.18099,1.877410659556839
-0.17878,1.8760945925299277
-0.17371,1.8730917249876047
-0.17003,1.8709263878068967
-0.16832,1.869924293061631
-0.15676,1.8632177872016482
-0.14573,1.8569289041335737
-0.1105,1.8375589738402092
-0.1042,1.8342094847553538
-0.10379,1.8339926966137101
-0.099074,1.8315095789045437
-0.083328,1.823357880545649
-0.078949,1.8211287158612184
-0.075192,1.8192292431863466
-0.065132,1.8142022167652059
-0.046424,1.805080888666797
-0.008381,1.7874275930824872
-0.0052156,1.7860118882221527
0.0098885,1.779367203499471
0.030251,1.7706949709827644
0.032725,1.7696633985552268
0.033352,1.7694027155612997
0.053644,1.7611295156908289
0.057162,1.7597272021884969
0.058681,1.7591246116014094
0.071582,1.7540768593134966
0.079725,1.750954883861102
0.08735,1.748076103508344
0.08789,1.7478738567253898
0.08992,1.7471154786062233
0.11934,1.736462051624912
0.14206,1.728660756890543
0.15938,1.7229590601848683
0.16836,1.7200856874748784
0.18048,1.7162967700245597
0.18502,1.714903786894844
0.19394,1.7122085644179779
0.23274,1.7011262569895815
0.25486,1.6952762871100286
0.26423,1.692901633684162
0.2784,1.689428547440351
0.31556,1.6810085948364326
0.32669,1.6786854620948122
0.35193,1.6737695318335166
0.35343,1.6734931255270526
0.35492,1.6732203424640013
0.36163,1.672014038842739
0.36287,1.6717951072178725
0.38997,1.667329480967795
0.40657,1.664906314733845
0.41359,1.6639560236713906
0.42646,1.6623325632756816
0.43827,1.660982089728607
0.46202,1.6586894854139596
0.48929,1.6568011855174032
0.49652,1.656442525143921
0.49908,1.6563303891833805
