in_val,out_val
-1.4491,-0.30171788661685994
-1.4382,-0.10428216562671189
-1.4144,0.300625077461814
-1.4061,0.4336628634755435
-1.3788,0.8428202655719295
-1.375,0.8964245073331458
-1.3358,1.4043182903280282
-1.3263,1.515564868465674
-1.3218,1.5667201869491656
-1.3019,1.781410632370008
-1.2924,1.8774628153270934
-1.2815,1.9827245345881623
-1.2757,2.036631166047586
-1.2754,2.039380292364462
-1.2195,2.488118724552436
-1.2111,2.5452717387018247
-1.195,2.647872510798465
-1.1888,2.685022574930082
-1.1687,2.7968094587484975
-1.1655,2.813422245769793
-1.1487,2.895519580965484
-1.1407,2.9316777246378876
-1.1299,2.977598305515956
-1.1242,3.0005290346378093
-1.1222,3.008365459278917
-1.0997,3.089272250037879
-1.0985,3.0932236462373486
-1.0985,3.0932236462373486
-1.0946,3.1058191921924108
-1.0727,3.169758066433763
-1.0614,3.1984309752750955
-1.0433,3.2385956085419156
-1.0268,3.269363592708003
-1.0224,3.276671551142325
-1.0049,3.302178411167888
-0.98942,3.3202255262160243
-0.95527,3.3463407479943754
-0.91697,3.355819126766685
-0.90079,3.354319623661407
-0.8899,3.351653481025283
-0.88832,3.351161085355187
-0.88788,3.351019303236412
-0.8872,3.3507962112881766
-0.87536,3.346155246020496
-0.87204,3.3446039989386884
-0.87077,3.3439824866067562
-0.853,3.333718539716719
-0.84508,3.3282467950783428
-0.83389,3.3196369131785968
-0.81103,3.2991030415667977
-0.80562,3.293710512226367
-0.78179,3.2677916260954634
-0.7687,3.2521933731187773
-0.75534,3.2353963700303643
-0.75165,3.2306130394300823
-0.73124,3.2031427906634073
-0.71823,3.1848324998708426
-0.69874,3.1564266916304664
-0.68902,3.141887480101107
-0.67586,3.1218730286424137
-0.66359,3.102924374410959
-0.6622,3.100762699673153
-0.64762,3.0779336074206394
-0.64409,3.0723694495014344
-0.62303,3.038961547252001
-0.6084,3.0156235637954776
-0.60261,3.0063770168343136
-0.59723,2.9977858186187474
-0.58992,2.98611975063318
-0.57605,2.9640343377321376
-0.55982,2.9383350106533714
-0.55936,2.9376096413977453
-0.53043,2.892440864962277
-0.52287,2.8808123833647348
-0.49923,2.8450349896730613
-0.49632,2.8406985702198813
-0.48182,2.8193356588854135
-0.46945,2.8014540228177425
-0.44557,2.7679138709093354
-0.4107,2.7215082602604457
-0.39037,2.695992166931923
-0.35429,2.6537218931268187
-0.33865,2.6366512245122546
-0.33654,2.634407786279196
-0.33012,2.627669754185534
-0.30151,2.599272951540129
-0.29424,2.5924866239062063
-0.24599,2.551925798328569
-0.22506,2.5367665952755094
-0.22065,2.5337605374003114
-0.2055,2.523930810505792
-0.19798,2.5193368580966884
-0.18099,2.509650647972373
-0.17878,2.5084609956120145
-0.17371,2.5057926633709124
-0.17003,2.5039088698161645
-0.16832,2.5030486524461297
-0.15676,2.497484271439884
-0.14573,2.492580119876126
-0.1105,2.4795238902448338
-0.1042,2.477600960588982
-0.10379,2.47748008701494
-0.099074,2.4761271085411813
-0.083328,2.4721038497575645
-0.078949,2.471118851137351
-0.075192,2.470319764632764
-0.065132,2.468387721922068
-0.046424,2.4655879415040207
-0.008381,2.4629844274703876
-0.0052156,2.46294943850173
0.0098885,2.463156674180097
0.030251,2.4643975097714668
0.032725,2.464622128975102
0.033352,2.464681568966119
0.053644,2.4671479640071845
0.057162,2.4676814260214135
0.058681,2.467921320246422
0.071582,2.470189216482998
0.079725,2.471830824275626
0.08735,2.473513581804723
0.08789,2.473638055302558
0.08992,2.474112229032863
0.11934,2.4820776793674604
0.14206,2.489600968353729
0.15938,2.496121205650313
0.16836,2.4997656983338223
0.18048,2.504968039989286
0.18502,2.507000269794403
0.19394,2.5111252297000544
0.23274,2.5311004065730742
0.25486,2.543972899403863
0.26423,2.5497544547761324
0.2784,2.5588743139903354
0.31556,2.5849985608827697
0.32669,2.5934658469959646
0.35193,2.613818634315824
0.35343,2.615079939708207
0.35492,2.6163387158593983
0.36163,2.62208064752572
0.36287,2.623154974490494
0.38997,2.647697964205014
0.40657,2.6637811182908537
0.41359,2.670835075420855
0.42646,2.6841728133557656
0.43827,2.6968904060570975
0.46202,2.7239320017357453
0.48929,2.7575883237648746
0.49652,2.767013732760957
0.49908,2.770403951772568
