in_val,out_val
-1.4491,1.057990780051615
-1.4382,1.1141514934490218
-1.4144,1.233257901947888
-1.4061,1.2736714069688064
-1.3788,1.4025590280652418
-1.375,1.4200131575535924
-1.3358,1.5932536280412437
-1.3263,1.6333932623497756
-1.3218,1.6521590617300115
-1.3019,1.7332534997398197
-1.2924,1.7708883987412078
-1.2815,1.8132201472820437
-1.2757,1.8353779577263887
-1.2754,1.836517143423154
-1.2195,2.0371287068072874
-1.2111,2.065306407760916
-1.195,2.1179094634961775
-1.1888,2.1376787556112253
-1.1687,2.199927775926138
-1.1655,2.20958058412206
-1.1487,2.259111483089798
-1.1407,2.2820265045866535
-1.1299,2.3122824722884716
-1.1242,2.3279386289144455
-1.1222,2.3333811809617733
-1.0997,2.392807470569047
-1.0985,2.395884641382525
-1.0985,2.395884641382525
-1.0946,2.4058215129847182
-1.0727,2.459820533395847
-1.0614,2.486502112796124
-1.0433,2.527593137822152
-1.0268,2.5633123449344004
-1.0224,2.572560999844282
-1.0049,2.6082085070338112
-0.98942,2.6382465934747352
-0.95527,2.6996688651706053
-0.91697,2.760878200288156
-0.90079,2.7843786579679533
-0.8899,2.7994272502672297
-0.88832,2.80155983427849
-0.88788,2.8021514398624814
-0.8872,2.803063789061552
-0.87536,2.818571781867302
-0.87204,2.8227929215237393
-0.87077,2.8243929804085797
-0.853,2.8459385119260574
-0.84508,2.8550401800644316
-0.83389,2.867381302178532
-0.81103,2.890739747830744
-0.80562,2.895909853512527
-0.78179,2.917090489840016
-0.7687,2.9276417586629098
-0.75534,2.937636927039613
-0.75165,2.940261781296686
-0.73124,2.9537377973247074
-0.71823,2.9614231052919906
-0.69874,2.9716530309363396
-0.68902,2.976192116518498
-0.67586,2.981754067198957
-0.66359,2.98634652112235
-0.6622,2.986831197109749
-0.64762,2.9914856042669533
-0.64409,2.992495877828624
-0.62303,2.9975995595024347
-0.6084,3.000235009304365
-0.60261,3.0010770602063963
-0.59723,3.001758950172448
-0.58992,3.0025320514271576
-0.57605,3.003521222584699
-0.55982,3.0039032612770575
-0.55936,3.0039021463717575
-0.53043,3.002549660655473
-0.52287,3.0017907480514103
-0.49923,2.9983795718312347
-0.49632,2.9978536664331026
-0.48182,2.9948975798727018
-0.46945,2.991944147355863
-0.44557,2.9851642159562672
-0.4107,2.972863225053299
-0.39037,2.9644684631299665
-0.35429,2.9475449647983902
-0.33865,2.9394645755100752
-0.33654,2.9383420747908713
-0.33012,2.934880734587939
-0.30151,2.918653221923855
-0.29424,2.9143323003336072
-0.24599,2.8838617105091804
-0.22506,2.869789788061868
-0.22065,2.8667674049290515
-0.2055,2.8562446447582706
-0.19798,2.850945866405967
-0.18099,2.8388067732415614
-0.17878,2.837211870100171
-0.17371,2.833540080892811
-0.17003,2.830864073675229
-0.16832,2.8296175881456445
-0.15676,2.8211435776703233
-0.14573,2.812987252376504
-0.1105,2.7865703830004116
-0.1042,2.781802001647796
-0.10379,2.7814913314813507
-0.099074,2.777915105070123
-0.083328,2.7659448076793858
-0.078949,2.76260995438854
-0.075192,2.7597475055685337
-0.065132,2.7520796074380645
-0.046424,2.7378258091870573
-0.008381,2.7090133241883962
-0.0052156,2.706634513903378
0.0098885,2.6953391155933044
0.030251,2.680285228510111
0.032725,2.678472046339109
0.033352,2.6780131134323453
0.053644,2.6632999856033304
0.057162,2.6607788623911843
0.058681,2.659693205031147
0.071582,2.6505468838031407
0.079725,2.644846224477823
0.08735,2.6395625910625746
0.08789,2.6391904751315804
0.08992,2.6377940985596697
0.11934,2.618031721173091
0.14206,2.6034444297596986
0.15938,2.5927690510937373
0.16836,2.5873976481398926
0.18048,2.580335313778795
0.18502,2.5777472518604116
0.19394,2.5727566412881213
0.23274,2.5526033672326194
0.25486,2.54234320008856
0.26423,2.538287706428161
0.2784,2.5324991353738517
0.31556,2.5194088080433907
0.32669,2.516111782115822
0.35193,2.5097703679613512
0.35343,2.5094446881226027
0.35492,2.509126995522973
0.36163,2.50776869697486
0.36287,2.507530750346176
0.38997,2.5033763044065145
0.40657,2.5018532009369774
0.41359,2.501451356769149
0.42646,2.501098352011753
0.43827,2.501220917332258
0.46202,2.502803607762216
0.48929,2.5069129139175583
0.49652,2.508428403776433
0.49908,2.5090087766051927
